Customer_ID,Recency,Frequency,Monetary,Purchase_Frequency,Avg_Order_Value,Estimated_CLV,CLV_Quartile
CUST_00000,14.078042699305772,7,1.8524715427959342,0.5833333333333334,0.2646387918279906,3.704943085591869,Low
CUST_00001,90.30364292752563,3,43.81549640595405,0.25,14.60516546865135,87.6309928119081,Low
CUST_00002,39.50237080636348,0,23.198363855572758,0.0,inf,,
CUST_00003,27.3882766132786,10,76.83676613819328,0.8333333333333334,7.683676613819328,153.67353227638657,Medium
CUST_00004,5.088746113870388,5,349.6005933503474,0.4166666666666667,69.92011867006948,699.201186700695,Very High
CUST_00005,5.087888757438155,5,210.8404465594019,0.4166666666666667,42.16808931188038,421.6808931188038,High
CUST_00006,1.7951630582604203,3,37.02042521532826,0.25,12.340141738442753,74.04085043065652,Low
CUST_00007,60.33692593439818,4,311.0105157040399,0.3333333333333333,77.75262892600998,622.0210314080798,Very High
CUST_00008,27.572464608817935,2,140.32454579207,0.16666666666666666,70.162272896035,280.64909158414,High
CUST_00009,36.93750185113771,2,143.78106801727608,0.16666666666666666,71.89053400863804,287.56213603455217,High
CUST_00010,0.6239792399741586,7,89.91856867121462,0.5833333333333334,12.845509810173516,179.83713734242923,Medium
CUST_00011,105.10672425474937,3,399.92855772007186,0.25,133.30951924002395,799.8571154401436,Very High
CUST_00012,53.59288630064025,1,76.6411308026274,0.08333333333333333,76.6411308026274,153.2822616052548,Medium
CUST_00013,7.16062875746841,3,19.774049212693228,0.25,6.59134973756441,39.548098425386456,Low
CUST_00014,6.020369662489901,7,72.11622519217921,0.5833333333333334,10.30231788459703,144.23245038435846,Medium
CUST_00015,6.078342684967712,5,251.3014764015174,0.4166666666666667,50.26029528030348,502.6029528030349,High
CUST_00016,10.882611883814313,5,214.34454708450596,0.4166666666666667,42.86890941690119,428.6890941690119,High
CUST_00017,22.317834925825633,4,41.6552128219158,0.3333333333333333,10.41380320547895,83.3104256438316,Low
CUST_00018,16.9661120034101,5,23.708131814719934,0.4166666666666667,4.741626362943987,47.416263629439875,Low
CUST_00019,10.326689776618245,5,216.27185141419724,0.4166666666666667,43.254370282839446,432.54370282839454,High
CUST_00020,28.39112621699396,3,225.63510261862217,0.25,75.21170087287406,451.27020523724434,High
CUST_00021,4.50703586182016,3,91.1884746478149,0.25,30.3961582159383,182.3769492956298,Medium
CUST_00022,10.365465360072069,6,370.04904002026626,0.5,61.67484000337771,740.0980800405325,Very High
CUST_00023,13.688316546625412,6,765.2168088200416,0.5,127.53613480334026,1530.4336176400832,Very High
CUST_00024,18.26804063579325,4,46.04501913560245,0.3333333333333333,11.511254783900613,92.0900382712049,Low
CUST_00025,46.13808033092736,9,172.10911232193013,0.75,19.12323470243668,344.21822464386025,High
CUST_00026,6.6820758638607085,6,1.0721343528866982,0.5,0.1786890588144497,2.1442687057733965,Low
CUST_00027,21.660874650993833,5,249.69252287576808,0.4166666666666667,49.938504575153615,499.3850457515362,High
CUST_00028,26.925141639292818,5,106.98340555782484,0.4166666666666667,21.396681111564966,213.96681111564965,Medium
CUST_00029,1.4269154926922563,4,42.95305617518986,0.3333333333333333,10.738264043797464,85.90611235037971,Low
CUST_00030,28.059990619488303,10,279.04435585095723,0.8333333333333334,27.904435585095722,558.0887117019145,Very High
CUST_00031,5.608837559322493,6,332.83035485546304,0.5,55.47172580924384,665.6607097109261,Very High
CUST_00032,2.0179179263791274,2,23.569070284179965,0.16666666666666666,11.784535142089982,47.13814056835993,Low
CUST_00033,89.21063380520792,4,8.371956950584176,0.3333333333333333,2.092989237646044,16.74391390116835,Low
CUST_00034,101.11891027383518,3,81.31667913247001,0.25,27.10555971082334,162.63335826494003,Medium
CUST_00035,49.5699471843863,2,196.6947978549969,0.16666666666666666,98.34739892749845,393.3895957099937,High
CUST_00036,10.898635799062749,5,315.41304872990617,0.4166666666666667,63.08260974598123,630.8260974598123,Very High
CUST_00037,3.0833194500751873,6,157.95914963856578,0.5,26.32652493976096,315.91829927713155,High
CUST_00038,34.58252289295985,5,173.85699190323734,0.4166666666666667,34.77139838064747,347.7139838064747,High
CUST_00039,17.40272527756195,10,321.7458544686531,0.8333333333333334,32.17458544686531,643.4917089373062,Very High
CUST_00040,3.9045670186334593,5,150.51294028616434,0.4166666666666667,30.102588057232868,301.0258805723287,High
CUST_00041,20.506416844024503,5,188.9146322717607,0.4166666666666667,37.782926454352136,377.8292645435214,High
CUST_00042,1.0498116433043725,4,145.22390453135762,0.3333333333333333,36.305976132839405,290.44780906271524,High
CUST_00043,72.01268662179072,4,424.81789142163615,0.3333333333333333,106.20447285540904,849.6357828432723,Very High
